start_time,end_time,steps,distance,flights,activity_level
2024-04-22 18:40:00+09:00,2024-04-22 18:50:00+09:00,20.0,0.015,0.0,Inactive
2024-04-22 18:50:00+09:00,2024-04-22 19:00:00+09:00,44.0,0.033,0.0,Inactive
2024-04-22 19:00:00+09:00,2024-04-22 19:10:00+09:00,58.0,0.043,0.0,Inactive
2024-04-22 19:10:00+09:00,2024-04-22 19:20:00+09:00,22.0,0.016,0.0,Inactive
2024-04-22 19:20:00+09:00,2024-04-22 19:30:00+09:00,56.0,0.006,0.0,Inactive
2024-04-22 19:30:00+09:00,2024-04-22 19:40:00+09:00,163.0,0.154,0.0,Light
2024-04-22 19:40:00+09:00,2024-04-22 19:50:00+09:00,168.0,0.144,0.0,Light
2024-04-22 19:50:00+09:00,2024-04-22 20:00:00+09:00,125.0,0.087,0.0,Light
2024-04-22 20:10:00+09:00,2024-04-22 20:20:00+09:00,36.0,0.026,0.0,Inactive
2024-04-22 20:20:00+09:00,2024-04-22 20:30:00+09:00,30.0,0.023,0.0,Inactive
2024-04-22 22:20:00+09:00,2024-04-22 22:30:00+09:00,7.0,0.005,0.0,Inactive
2024-04-22 22:30:00+09:00,2024-04-22 22:40:00+09:00,36.0,0.027,0.0,Inactive
2024-04-22 22:40:00+09:00,2024-04-22 22:50:00+09:00,12.0,0.009,0.0,Inactive
2024-04-22 22:50:00+09:00,2024-04-22 23:00:00+09:00,18.0,0.013,0.0,Inactive
2024-04-22 23:10:00+09:00,2024-04-22 23:20:00+09:00,38.0,0.027,0.0,Inactive
2024-04-22 23:20:00+09:00,2024-04-22 23:30:00+09:00,31.0,0.021,0.0,Inactive
2024-04-22 23:30:00+09:00,2024-04-22 23:40:00+09:00,14.0,0.009,0.0,Inactive
2024-04-23 00:00:00+09:00,2024-04-23 00:10:00+09:00,42.0,0.033,0.0,Inactive
2024-04-23 00:10:00+09:00,2024-04-23 00:20:00+09:00,6.0,0.004,0.0,Inactive
2024-04-23 00:20:00+09:00,2024-04-23 00:30:00+09:00,40.0,0.03,0.0,Inactive
2024-04-23 00:30:00+09:00,2024-04-23 00:40:00+09:00,1.0,0.001,0.0,Inactive
2024-04-23 00:40:00+09:00,2024-04-23 00:50:00+09:00,36.0,0.026,0.0,Inactive
2024-04-23 01:00:00+09:00,2024-04-23 01:10:00+09:00,30.0,0.023,0.0,Inactive
2024-04-23 06:50:00+09:00,2024-04-23 07:00:00+09:00,11.0,0.008,0.0,Inactive
2024-04-23 08:20:00+09:00,2024-04-23 08:30:00+09:00,100.0,0.073,0.0,Inactive
2024-04-23 08:30:00+09:00,2024-04-23 08:40:00+09:00,39.0,0.028,0.0,Inactive
2024-04-23 08:40:00+09:00,2024-04-23 08:50:00+09:00,31.0,0.021,0.0,Inactive
2024-04-23 08:50:00+09:00,2024-04-23 09:00:00+09:00,2.0,0.002,0.0,Inactive
2024-04-23 09:10:00+09:00,2024-04-23 09:20:00+09:00,114.0,0.087,0.0,Light
2024-04-23 09:20:00+09:00,2024-04-23 09:30:00+09:00,682.0,0.5,0.0,Active
2024-04-23 09:40:00+09:00,2024-04-23 09:50:00+09:00,736.0,0.516,3.878,Active
2024-04-23 09:50:00+09:00,2024-04-23 10:00:00+09:00,112.0,0.079,2.122,Light
2024-04-23 10:00:00+09:00,2024-04-23 10:10:00+09:00,109.0,0.073,0.0,Light
2024-04-23 10:10:00+09:00,2024-04-23 10:20:00+09:00,787.0,0.567,1.0,Active
2024-04-23 10:50:00+09:00,2024-04-23 11:00:00+09:00,115.0,0.082,0.0,Light
2024-04-23 11:10:00+09:00,2024-04-23 11:20:00+09:00,76.0,0.053,0.0,Inactive
2024-04-23 11:20:00+09:00,2024-04-23 11:30:00+09:00,183.0,0.128,0.0,Light
2024-04-23 11:30:00+09:00,2024-04-23 11:40:00+09:00,295.0,0.213,0.0,Moderate
2024-04-23 11:40:00+09:00,2024-04-23 11:50:00+09:00,725.0,0.525,0.0,Active
2024-04-23 12:00:00+09:00,2024-04-23 12:10:00+09:00,1386.0,0.905,2.0,Very Active
2024-04-23 12:10:00+09:00,2024-04-23 12:20:00+09:00,2582.0,2.102,0.0,Intense
2024-04-23 12:20:00+09:00,2024-04-23 12:30:00+09:00,2828.0,2.389,0.0,Intense
2024-04-23 12:30:00+09:00,2024-04-23 12:40:00+09:00,2652.0,2.173,0.0,Intense
2024-04-23 12:40:00+09:00,2024-04-23 12:50:00+09:00,2465.0,1.982,0.0,Intense
2024-04-23 12:50:00+09:00,2024-04-23 13:00:00+09:00,1920.0,1.497,2.0,Very Active
2024-04-23 13:00:00+09:00,2024-04-23 13:10:00+09:00,1389.0,1.0,0.0,Very Active
2024-04-23 13:10:00+09:00,2024-04-23 13:20:00+09:00,896.0,0.663,1.0,Active
2024-04-23 13:20:00+09:00,2024-04-23 13:30:00+09:00,215.0,0.123,0.0,Moderate
2024-04-23 13:30:00+09:00,2024-04-23 13:40:00+09:00,20.0,0.017,0.0,Inactive
2024-04-23 13:40:00+09:00,2024-04-23 13:50:00+09:00,32.0,0.023,0.0,Inactive
2024-04-23 14:00:00+09:00,2024-04-23 14:10:00+09:00,62.0,0.037,0.0,Inactive
2024-04-23 14:10:00+09:00,2024-04-23 14:20:00+09:00,43.0,0.028,0.0,Inactive
2024-04-23 14:20:00+09:00,2024-04-23 14:30:00+09:00,62.0,0.04,0.0,Inactive
2024-04-23 15:40:00+09:00,2024-04-23 15:50:00+09:00,126.0,0.094,0.0,Light
2024-04-23 15:50:00+09:00,2024-04-23 16:00:00+09:00,6.0,0.005,0.0,Inactive
2024-04-23 16:30:00+09:00,2024-04-23 16:40:00+09:00,36.0,0.027,0.0,Inactive
2024-04-23 16:40:00+09:00,2024-04-23 16:50:00+09:00,172.0,0.122,0.0,Light
2024-04-23 17:00:00+09:00,2024-04-23 17:10:00+09:00,172.0,0.124,0.0,Light
2024-04-23 17:10:00+09:00,2024-04-23 17:20:00+09:00,463.0,0.28,0.0,Moderate
2024-04-23 17:20:00+09:00,2024-04-23 17:30:00+09:00,1185.0,0.911,0.0,Very Active
2024-04-23 17:30:00+09:00,2024-04-23 17:40:00+09:00,89.0,0.058,0.0,Inactive
2024-04-23 17:40:00+09:00,2024-04-23 17:50:00+09:00,6.0,0.004,0.0,Inactive
2024-04-23 17:50:00+09:00,2024-04-23 18:00:00+09:00,86.0,0.063,0.0,Inactive
2024-04-23 18:00:00+09:00,2024-04-23 18:10:00+09:00,90.0,0.065,0.0,Inactive
2024-04-23 18:10:00+09:00,2024-04-23 18:20:00+09:00,828.0,0.597,0.0,Active
2024-04-23 18:30:00+09:00,2024-04-23 18:40:00+09:00,725.0,0.539,0.0,Active
2024-04-23 18:40:00+09:00,2024-04-23 18:50:00+09:00,98.0,0.074,0.0,Inactive
2024-04-23 18:50:00+09:00,2024-04-23 19:00:00+09:00,18.0,0.014,0.0,Inactive
2024-04-23 19:00:00+09:00,2024-04-23 19:10:00+09:00,910.0,0.661,2.0,Active
2024-04-23 19:10:00+09:00,2024-04-23 19:20:00+09:00,84.0,0.064,0.0,Inactive
2024-04-23 20:10:00+09:00,2024-04-23 20:20:00+09:00,7.0,0.005,0.0,Inactive
2024-04-23 20:50:00+09:00,2024-04-23 21:00:00+09:00,49.0,0.034,0.0,Inactive
2024-04-23 21:00:00+09:00,2024-04-23 21:10:00+09:00,10.0,0.008,0.0,Inactive
2024-04-23 21:10:00+09:00,2024-04-23 21:20:00+09:00,9.0,0.007,0.0,Inactive
2024-04-23 21:20:00+09:00,2024-04-23 21:30:00+09:00,57.0,0.046,0.0,Inactive
2024-04-23 21:30:00+09:00,2024-04-23 21:40:00+09:00,17.0,0.013,0.0,Inactive
2024-04-23 21:50:00+09:00,2024-04-23 22:00:00+09:00,28.0,0.02,0.0,Inactive
2024-04-23 23:40:00+09:00,2024-04-23 23:50:00+09:00,23.0,0.017,0.0,Inactive
2024-04-23 23:50:00+09:00,2024-04-24 00:00:00+09:00,30.0,0.023,0.0,Inactive
2024-04-24 00:30:00+09:00,2024-04-24 00:40:00+09:00,13.0,0.009,0.0,Inactive
2024-04-24 08:00:00+09:00,2024-04-24 08:10:00+09:00,27.0,0.02,0.0,Inactive
2024-04-24 08:10:00+09:00,2024-04-24 08:20:00+09:00,65.0,0.044,0.0,Inactive
2024-04-24 08:20:00+09:00,2024-04-24 08:30:00+09:00,29.0,0.021,0.0,Inactive
2024-04-24 09:20:00+09:00,2024-04-24 09:30:00+09:00,1.0,0.001,0.0,Inactive
2024-04-24 09:30:00+09:00,2024-04-24 09:40:00+09:00,770.0,0.569,0.0,Active
2024-04-24 09:50:00+09:00,2024-04-24 10:00:00+09:00,332.0,0.195,4.239,Moderate
2024-04-24 10:00:00+09:00,2024-04-24 10:10:00+09:00,325.0,0.273,0.761,Moderate
2024-04-24 10:10:00+09:00,2024-04-24 10:20:00+09:00,485.0,0.357,1.0,Moderate
2024-04-24 10:20:00+09:00,2024-04-24 10:30:00+09:00,123.0,0.09,0.0,Light
2024-04-24 10:30:00+09:00,2024-04-24 10:40:00+09:00,8.0,0.004,0.0,Inactive
2024-04-24 10:40:00+09:00,2024-04-24 10:50:00+09:00,211.0,0.151,0.0,Moderate
2024-04-24 11:20:00+09:00,2024-04-24 11:30:00+09:00,8.0,0.006,0.0,Inactive
2024-04-24 11:40:00+09:00,2024-04-24 11:50:00+09:00,629.0,0.427,0.0,Active
2024-04-24 11:50:00+09:00,2024-04-24 12:00:00+09:00,138.0,0.089,0.0,Light
2024-04-24 12:00:00+09:00,2024-04-24 12:10:00+09:00,392.0,0.297,0.0,Moderate
2024-04-24 12:10:00+09:00,2024-04-24 12:20:00+09:00,2058.0,1.528,2.0,Intense
2024-04-24 12:20:00+09:00,2024-04-24 12:30:00+09:00,2391.0,1.695,0.0,Intense
2024-04-24 12:30:00+09:00,2024-04-24 12:40:00+09:00,2862.0,2.356,0.0,Intense
2024-04-24 12:40:00+09:00,2024-04-24 12:50:00+09:00,2361.0,1.821,0.0,Intense
2024-04-24 12:50:00+09:00,2024-04-24 13:00:00+09:00,2195.0,1.591,2.0,Intense
2024-04-24 13:00:00+09:00,2024-04-24 13:10:00+09:00,1646.0,1.218,0.0,Very Active
2024-04-24 13:10:00+09:00,2024-04-24 13:20:00+09:00,475.0,0.316,0.0,Moderate
2024-04-24 14:00:00+09:00,2024-04-24 14:10:00+09:00,138.0,0.1,0.0,Light
2024-04-24 14:10:00+09:00,2024-04-24 14:20:00+09:00,122.0,0.09,0.0,Light
2024-04-24 14:30:00+09:00,2024-04-24 14:40:00+09:00,107.0,0.07,0.0,Light
2024-04-24 16:00:00+09:00,2024-04-24 16:10:00+09:00,127.0,0.086,0.0,Light
2024-04-24 17:10:00+09:00,2024-04-24 17:20:00+09:00,136.0,0.094,0.0,Light
2024-04-24 17:20:00+09:00,2024-04-24 17:30:00+09:00,663.0,0.465,0.0,Active
2024-04-24 17:30:00+09:00,2024-04-24 17:40:00+09:00,98.0,0.071,0.0,Inactive
2024-04-24 17:40:00+09:00,2024-04-24 17:50:00+09:00,35.0,0.025,0.0,Inactive
2024-04-24 17:50:00+09:00,2024-04-24 18:00:00+09:00,54.0,0.038,0.0,Inactive
2024-04-24 18:00:00+09:00,2024-04-24 18:10:00+09:00,16.0,0.012,0.0,Inactive
2024-04-24 18:30:00+09:00,2024-04-24 18:40:00+09:00,179.0,0.121,0.0,Light
2024-04-24 18:40:00+09:00,2024-04-24 18:50:00+09:00,20.0,0.015,0.0,Inactive
2024-04-24 19:10:00+09:00,2024-04-24 19:20:00+09:00,18.0,0.013,0.0,Inactive
2024-04-24 19:20:00+09:00,2024-04-24 19:30:00+09:00,87.0,0.063,0.0,Inactive
2024-04-24 19:40:00+09:00,2024-04-24 19:50:00+09:00,18.0,0.013,0.0,Inactive
2024-04-24 19:50:00+09:00,2024-04-24 20:00:00+09:00,15.0,0.012,0.0,Inactive
2024-04-24 20:00:00+09:00,2024-04-24 20:10:00+09:00,149.0,0.104,0.0,Light
2024-04-24 20:10:00+09:00,2024-04-24 20:20:00+09:00,909.0,0.658,1.0,Active
2024-04-24 20:30:00+09:00,2024-04-24 20:40:00+09:00,399.0,0.294,0.0,Moderate
2024-04-24 20:40:00+09:00,2024-04-24 20:50:00+09:00,60.0,0.044,0.0,Inactive
2024-04-24 21:00:00+09:00,2024-04-24 21:10:00+09:00,985.0,0.721,4.0,Active
2024-04-24 21:10:00+09:00,2024-04-24 21:20:00+09:00,28.0,0.021,0.0,Inactive
2024-04-24 21:20:00+09:00,2024-04-24 21:30:00+09:00,8.0,0.004,0.0,Inactive
2024-04-24 22:00:00+09:00,2024-04-24 22:10:00+09:00,17.0,0.013,0.0,Inactive
2024-04-24 23:50:00+09:00,2024-04-25 00:00:00+09:00,15.0,0.012,0.0,Inactive
2024-04-25 00:10:00+09:00,2024-04-25 00:20:00+09:00,5.0,0.004,0.0,Inactive
2024-04-25 00:20:00+09:00,2024-04-25 00:30:00+09:00,94.0,0.07,0.0,Inactive
2024-04-25 01:10:00+09:00,2024-04-25 01:20:00+09:00,48.0,0.037,0.0,Inactive
2024-04-25 02:20:00+09:00,2024-04-25 02:30:00+09:00,10.0,0.007,0.0,Inactive
2024-04-25 07:50:00+09:00,2024-04-25 08:00:00+09:00,37.0,0.028,0.0,Inactive
2024-04-25 08:10:00+09:00,2024-04-25 08:20:00+09:00,114.0,0.087,0.0,Light
2024-04-25 08:20:00+09:00,2024-04-25 08:30:00+09:00,39.0,0.028,0.0,Inactive
2024-04-25 08:30:00+09:00,2024-04-25 08:40:00+09:00,85.0,0.062,0.0,Inactive
2024-04-25 09:10:00+09:00,2024-04-25 09:20:00+09:00,249.0,0.177,0.0,Moderate
2024-04-25 09:20:00+09:00,2024-04-25 09:30:00+09:00,534.0,0.382,0.0,Active
2024-04-25 09:30:00+09:00,2024-04-25 09:40:00+09:00,47.0,0.034,0.0,Inactive
2024-04-25 09:40:00+09:00,2024-04-25 09:50:00+09:00,832.0,0.544,6.0,Very Active
2024-04-25 09:50:00+09:00,2024-04-25 10:00:00+09:00,95.0,0.065,0.0,Inactive
2024-04-25 10:00:00+09:00,2024-04-25 10:10:00+09:00,79.0,0.055,0.0,Inactive
2024-04-25 10:10:00+09:00,2024-04-25 10:20:00+09:00,818.0,0.571,2.0,Active
2024-04-25 10:20:00+09:00,2024-04-25 10:30:00+09:00,79.0,0.059,0.0,Inactive
2024-04-25 10:30:00+09:00,2024-04-25 10:40:00+09:00,21.0,0.015,0.0,Inactive
2024-04-25 10:40:00+09:00,2024-04-25 10:50:00+09:00,99.0,0.07,0.0,Inactive
2024-04-25 11:30:00+09:00,2024-04-25 11:40:00+09:00,403.0,0.289,0.0,Moderate
2024-04-25 11:40:00+09:00,2024-04-25 11:50:00+09:00,199.0,0.138,0.0,Moderate
2024-04-25 11:50:00+09:00,2024-04-25 12:00:00+09:00,22.0,0.018,0.0,Inactive
2024-04-25 12:10:00+09:00,2024-04-25 12:20:00+09:00,25.0,0.018,0.0,Inactive
2024-04-25 12:20:00+09:00,2024-04-25 12:30:00+09:00,558.0,0.399,0.0,Active
2024-04-25 12:30:00+09:00,2024-04-25 12:40:00+09:00,234.0,0.172,2.0,Moderate
2024-04-25 12:50:00+09:00,2024-04-25 13:00:00+09:00,19.0,0.013,0.0,Inactive
2024-04-25 13:00:00+09:00,2024-04-25 13:10:00+09:00,32.0,0.022,0.0,Inactive
2024-04-25 13:10:00+09:00,2024-04-25 13:20:00+09:00,274.0,0.188,0.0,Moderate
2024-04-25 13:30:00+09:00,2024-04-25 13:40:00+09:00,523.0,0.381,0.0,Active
2024-04-25 13:40:00+09:00,2024-04-25 13:50:00+09:00,1254.0,0.893,0.0,Very Active
2024-04-25 13:50:00+09:00,2024-04-25 14:00:00+09:00,133.0,0.102,0.0,Light
2024-04-25 14:00:00+09:00,2024-04-25 14:10:00+09:00,46.0,0.028,0.0,Inactive
2024-04-25 14:10:00+09:00,2024-04-25 14:20:00+09:00,116.0,0.082,0.0,Light
2024-04-25 16:20:00+09:00,2024-04-25 16:30:00+09:00,100.0,0.063,0.0,Inactive
2024-04-25 17:00:00+09:00,2024-04-25 17:10:00+09:00,18.0,0.012,0.0,Inactive
2024-04-25 17:20:00+09:00,2024-04-25 17:30:00+09:00,711.0,0.505,0.0,Active
2024-04-25 17:30:00+09:00,2024-04-25 17:40:00+09:00,916.0,0.632,0.0,Active
2024-04-25 17:50:00+09:00,2024-04-25 18:00:00+09:00,14.0,0.038,0.0,Inactive
2024-04-25 18:00:00+09:00,2024-04-25 18:10:00+09:00,506.0,0.351,0.0,Active
2024-04-25 18:10:00+09:00,2024-04-25 18:20:00+09:00,582.0,0.41,0.0,Active
2024-04-25 18:20:00+09:00,2024-04-25 18:30:00+09:00,29.0,0.021,0.0,Inactive
2024-04-25 18:30:00+09:00,2024-04-25 18:40:00+09:00,664.0,0.541,0.0,Active
2024-04-25 18:40:00+09:00,2024-04-25 18:50:00+09:00,86.0,0.01,0.0,Inactive
2024-04-25 19:00:00+09:00,2024-04-25 19:10:00+09:00,1371.0,0.985,2.0,Very Active
2024-04-25 19:10:00+09:00,2024-04-25 19:20:00+09:00,411.0,0.297,0.0,Moderate
2024-04-25 20:20:00+09:00,2024-04-25 20:30:00+09:00,13.0,0.011,0.0,Inactive
2024-04-25 20:50:00+09:00,2024-04-25 21:00:00+09:00,21.0,0.015,0.0,Inactive
2024-04-25 21:10:00+09:00,2024-04-25 21:20:00+09:00,34.0,0.025,0.0,Inactive
2024-04-26 01:40:00+09:00,2024-04-26 01:50:00+09:00,9.0,0.007,0.0,Inactive
2024-04-26 08:10:00+09:00,2024-04-26 08:20:00+09:00,24.0,0.017,0.0,Inactive
2024-04-26 08:20:00+09:00,2024-04-26 08:30:00+09:00,11.0,0.008,0.0,Inactive
2024-04-26 11:10:00+09:00,2024-04-26 11:20:00+09:00,54.0,0.041,0.0,Inactive
2024-04-26 11:20:00+09:00,2024-04-26 11:30:00+09:00,104.0,0.104,0.0,Light
2024-04-26 11:30:00+09:00,2024-04-26 11:40:00+09:00,1458.0,1.092,0.0,Very Active
2024-04-26 11:40:00+09:00,2024-04-26 11:50:00+09:00,1996.0,1.233,1.067,Intense
2024-04-26 11:50:00+09:00,2024-04-26 12:00:00+09:00,2187.0,1.502,19.933,Intense
2024-04-26 12:00:00+09:00,2024-04-26 12:10:00+09:00,2191.0,1.425,29.0,Intense
2024-04-26 12:10:00+09:00,2024-04-26 12:20:00+09:00,2219.0,1.481,0.0,Intense
2024-04-26 12:20:00+09:00,2024-04-26 12:30:00+09:00,1751.0,1.304,0.0,Very Active
2024-04-26 12:30:00+09:00,2024-04-26 12:40:00+09:00,2183.0,1.577,0.0,Intense
2024-04-26 12:40:00+09:00,2024-04-26 12:50:00+09:00,2139.0,1.522,0.0,Intense
2024-04-26 12:50:00+09:00,2024-04-26 13:00:00+09:00,2029.0,1.489,4.0,Intense
2024-04-26 13:00:00+09:00,2024-04-26 13:10:00+09:00,135.0,0.079,0.0,Light
2024-04-26 13:10:00+09:00,2024-04-26 13:20:00+09:00,173.0,0.132,0.0,Light
2024-04-26 13:20:00+09:00,2024-04-26 13:30:00+09:00,20.0,0.015,0.0,Inactive
2024-04-26 13:40:00+09:00,2024-04-26 13:50:00+09:00,22.0,0.017,0.0,Inactive
2024-04-26 14:00:00+09:00,2024-04-26 14:10:00+09:00,36.0,0.027,0.0,Inactive
2024-04-26 14:10:00+09:00,2024-04-26 14:20:00+09:00,7.0,0.005,0.0,Inactive
2024-04-26 14:40:00+09:00,2024-04-26 14:50:00+09:00,45.0,0.032,0.0,Inactive
2024-04-26 15:00:00+09:00,2024-04-26 15:10:00+09:00,45.0,0.031,0.0,Inactive
2024-04-26 15:10:00+09:00,2024-04-26 15:20:00+09:00,11.0,0.007,0.0,Inactive
2024-04-26 15:40:00+09:00,2024-04-26 15:50:00+09:00,22.0,0.016,0.0,Inactive
2024-04-26 18:20:00+09:00,2024-04-26 18:30:00+09:00,359.0,0.266,0.0,Moderate
2024-04-26 18:30:00+09:00,2024-04-26 18:40:00+09:00,1527.0,1.186,0.0,Very Active
2024-04-26 18:40:00+09:00,2024-04-26 18:50:00+09:00,1211.0,0.838,0.0,Very Active
2024-04-26 18:50:00+09:00,2024-04-26 19:00:00+09:00,16.0,0.018,0.0,Inactive
2024-04-26 19:00:00+09:00,2024-04-26 19:10:00+09:00,9.0,0.002,0.0,Inactive
2024-04-26 19:10:00+09:00,2024-04-26 19:20:00+09:00,57.0,0.042,0.0,Inactive
2024-04-26 19:20:00+09:00,2024-04-26 19:30:00+09:00,166.0,0.123,0.0,Light
2024-04-26 19:30:00+09:00,2024-04-26 19:40:00+09:00,169.0,0.125,0.0,Light
2024-04-26 19:40:00+09:00,2024-04-26 19:50:00+09:00,132.0,0.099,0.0,Light
2024-04-26 19:50:00+09:00,2024-04-26 20:00:00+09:00,59.0,0.044,0.0,Inactive
2024-04-26 23:10:00+09:00,2024-04-26 23:20:00+09:00,16.0,0.013,0.0,Inactive
2024-04-27 00:00:00+09:00,2024-04-27 00:10:00+09:00,35.0,0.026,0.0,Inactive
2024-04-27 09:20:00+09:00,2024-04-27 09:30:00+09:00,4.0,0.003,0.0,Inactive
2024-04-27 09:30:00+09:00,2024-04-27 09:40:00+09:00,29.0,0.021,0.0,Inactive
2024-04-27 09:50:00+09:00,2024-04-27 10:00:00+09:00,195.0,0.127,0.0,Moderate
2024-04-27 10:00:00+09:00,2024-04-27 10:10:00+09:00,76.0,0.077,0.0,Inactive
2024-04-27 10:20:00+09:00,2024-04-27 10:30:00+09:00,39.0,0.029,0.0,Inactive
2024-04-27 10:30:00+09:00,2024-04-27 10:40:00+09:00,71.0,0.055,0.0,Inactive
2024-04-27 10:40:00+09:00,2024-04-27 10:50:00+09:00,46.0,0.034,0.0,Inactive
2024-04-27 10:50:00+09:00,2024-04-27 11:00:00+09:00,15.0,0.011,0.0,Inactive
2024-04-27 11:00:00+09:00,2024-04-27 11:10:00+09:00,10.0,0.007,0.0,Inactive
2024-04-27 11:50:00+09:00,2024-04-27 12:00:00+09:00,226.0,0.168,0.0,Moderate
2024-04-27 12:00:00+09:00,2024-04-27 12:10:00+09:00,1261.0,0.94,2.0,Very Active
2024-04-27 12:10:00+09:00,2024-04-27 12:20:00+09:00,800.0,0.58,0.0,Active
2024-04-27 12:20:00+09:00,2024-04-27 12:30:00+09:00,74.0,0.055,0.0,Inactive
2024-04-27 12:30:00+09:00,2024-04-27 12:40:00+09:00,144.0,0.105,0.0,Light
2024-04-27 12:40:00+09:00,2024-04-27 12:50:00+09:00,72.0,0.054,0.0,Inactive
2024-04-27 12:50:00+09:00,2024-04-27 13:00:00+09:00,367.0,0.345,2.0,Moderate
2024-04-27 13:00:00+09:00,2024-04-27 13:10:00+09:00,179.0,0.045,0.0,Light
2024-04-27 13:10:00+09:00,2024-04-27 13:20:00+09:00,7.0,0.004,0.0,Inactive
2024-04-27 13:20:00+09:00,2024-04-27 13:30:00+09:00,21.0,0.011,0.0,Inactive
2024-04-27 13:30:00+09:00,2024-04-27 13:40:00+09:00,56.0,0.085,1.0,Inactive
2024-04-27 13:40:00+09:00,2024-04-27 13:50:00+09:00,61.0,0.008,0.0,Inactive
2024-04-27 13:50:00+09:00,2024-04-27 14:00:00+09:00,476.0,0.315,0.0,Moderate
2024-04-27 14:00:00+09:00,2024-04-27 14:10:00+09:00,996.0,0.669,1.0,Active
2024-04-27 14:10:00+09:00,2024-04-27 14:20:00+09:00,11.0,0.012,0.0,Inactive
2024-04-27 14:20:00+09:00,2024-04-27 14:30:00+09:00,4.0,0.003,0.0,Inactive
2024-04-27 15:00:00+09:00,2024-04-27 15:10:00+09:00,16.0,0.012,0.0,Inactive
2024-04-27 15:10:00+09:00,2024-04-27 15:20:00+09:00,2.0,0.001,0.0,Inactive
2024-04-27 15:20:00+09:00,2024-04-27 15:30:00+09:00,233.0,0.219,0.0,Moderate
2024-04-27 15:30:00+09:00,2024-04-27 15:40:00+09:00,1211.0,0.776,0.0,Very Active
2024-04-27 15:40:00+09:00,2024-04-27 15:50:00+09:00,164.0,0.087,1.0,Light
2024-04-27 16:30:00+09:00,2024-04-27 16:40:00+09:00,8.0,0.004,0.0,Inactive
2024-04-27 16:50:00+09:00,2024-04-27 17:00:00+09:00,224.0,0.158,1.0,Moderate
2024-04-27 17:00:00+09:00,2024-04-27 17:10:00+09:00,17.0,0.013,0.0,Inactive
2024-04-27 17:30:00+09:00,2024-04-27 17:40:00+09:00,72.0,0.017,0.0,Inactive
2024-04-27 17:40:00+09:00,2024-04-27 17:50:00+09:00,1424.0,1.018,0.0,Very Active
2024-04-27 17:50:00+09:00,2024-04-27 18:00:00+09:00,105.0,0.078,0.0,Light
2024-04-27 18:00:00+09:00,2024-04-27 18:10:00+09:00,89.0,0.063,0.0,Inactive
2024-04-27 18:20:00+09:00,2024-04-27 18:30:00+09:00,14.0,0.011,0.0,Inactive
2024-04-27 18:30:00+09:00,2024-04-27 18:40:00+09:00,49.0,0.037,0.0,Inactive
2024-04-27 18:40:00+09:00,2024-04-27 18:50:00+09:00,120.0,0.091,0.0,Light
2024-04-27 18:50:00+09:00,2024-04-27 19:00:00+09:00,1436.0,1.198,1.0,Very Active
2024-04-27 19:00:00+09:00,2024-04-27 19:10:00+09:00,1892.0,1.422,7.887,Intense
2024-04-27 19:10:00+09:00,2024-04-27 19:20:00+09:00,2493.0,2.093,15.113,Intense
2024-04-27 19:20:00+09:00,2024-04-27 19:30:00+09:00,2490.0,2.043,3.0,Intense
2024-04-27 19:30:00+09:00,2024-04-27 19:40:00+09:00,2251.0,1.659,0.0,Intense
2024-04-27 19:40:00+09:00,2024-04-27 19:50:00+09:00,1961.0,1.62,0.555,Very Active
2024-04-27 19:50:00+09:00,2024-04-27 20:00:00+09:00,1339.0,0.998,1.445,Very Active
2024-04-27 20:00:00+09:00,2024-04-27 20:10:00+09:00,81.0,0.078,0.0,Inactive
2024-04-27 20:30:00+09:00,2024-04-27 20:40:00+09:00,2.0,0.001,0.0,Inactive
2024-04-27 21:10:00+09:00,2024-04-27 21:20:00+09:00,26.0,0.018,0.0,Inactive
2024-04-27 21:20:00+09:00,2024-04-27 21:30:00+09:00,10.0,0.007,0.0,Inactive
2024-04-27 21:50:00+09:00,2024-04-27 22:00:00+09:00,4.0,0.003,0.0,Inactive
2024-04-27 22:00:00+09:00,2024-04-27 22:10:00+09:00,6.0,0.005,0.0,Inactive
2024-04-27 22:40:00+09:00,2024-04-27 22:50:00+09:00,19.0,0.012,0.0,Inactive
2024-04-28 00:00:00+09:00,2024-04-28 00:10:00+09:00,33.0,0.024,0.0,Inactive
2024-04-28 00:20:00+09:00,2024-04-28 00:30:00+09:00,26.0,0.021,0.0,Inactive
2024-04-28 05:40:00+09:00,2024-04-28 05:50:00+09:00,12.0,0.009,0.0,Inactive
2024-04-28 08:00:00+09:00,2024-04-28 08:10:00+09:00,8.0,0.006,0.0,Inactive
2024-04-28 10:10:00+09:00,2024-04-28 10:20:00+09:00,6.0,0.004,0.0,Inactive
2024-04-28 10:20:00+09:00,2024-04-28 10:30:00+09:00,66.0,0.049,0.0,Inactive
2024-04-28 10:30:00+09:00,2024-04-28 10:40:00+09:00,198.0,0.15,0.0,Moderate
2024-04-28 10:40:00+09:00,2024-04-28 10:50:00+09:00,66.0,0.049,0.0,Inactive
2024-04-28 10:50:00+09:00,2024-04-28 11:00:00+09:00,58.0,0.044,0.0,Inactive
2024-04-28 11:00:00+09:00,2024-04-28 11:10:00+09:00,45.0,0.035,0.0,Inactive
2024-04-28 11:10:00+09:00,2024-04-28 11:20:00+09:00,40.0,0.03,0.0,Inactive
2024-04-28 11:20:00+09:00,2024-04-28 11:30:00+09:00,19.0,0.014,0.0,Inactive
